name,age,educational level,number of not paid past credits,dependents,profession,working sector,monthly income,monthly expenditure,savings (debt),debt-to-income ratio before credit,credit: monthly amount,credit-to-income ratio,type of credit,requested_loan_duration,debt-to-income ratio after credit,collateral,estimated seizable assets,y-categorical-default,PD_LR,PD_NN,PD_RF
name263,57,bachelor degree,1,0,HighSkilled,Finance,11005.0,5122.911681050869,5882.088318949131,0.0,8846.814615740368,0.6423486695041922,mortgages,48,0.2693981187452283,17521,47634.24044215707,0,0.4184863878247505,0.30650914,0.23
name264,38,ausbildung,0,1,MediumSkilled,IT Support,2065.0,1838.851966393573,226.14803360642668,0.0,1869.9421333356388,0.714779791351944,mortgages,48,0.7960261984160834,19038,25674.52400299274,0,0.20516107769919514,0.16420273,0.08
name265,32,high school or lower,0,0,LowSkilled,Manufacturing,901.0,1079.9010641920822,-178.90106419208223,0.1985583398358293,763.0815664337417,0.2972977705483801,mortgages,36,1.0454857165658424,0,1160.0591204720615,1,0.2645191150523282,0.24240589,0.64
name266,31,ausbildung,2,0,MediumSkilled,Nursing,1969.0,1785.3220753331875,183.6779246668125,0.0,1273.7279708466538,0.8708844757548584,auto loans,60,0.5536059147688376,30242,32031.135615353312,0,0.8976239982172672,0.9036008,0.72
name267,47,bachelor degree,1,0,HighSkilled,Engineering,6841.0,7590.400897479213,-749.4008974792132,0.109545519292386,6417.379565426279,0.7329918337366828,simple loans,24,1.047621760401329,20183,33764.965572854344,0,0.2746720146994423,0.24756609,0.22
name268,31,bachelor degree,0,0,HighSkilled,Doctor,3005.0,3397.7218224296894,-392.7218224296894,0.1306894583792643,1302.820832195555,0.4529659592692769,simple loans,24,0.564240484068301,25813,31977.56696214305,0,0.06885882989170244,0.06242272,0.17
name269,60,high school or lower,0,1,LowSkilled,Agriculture,2498.0,1714.4642253001566,783.5357746998434,0.0,1628.2577980430017,0.6024558884272798,mortgages,60,0.3381593368067087,13190,17764.44122308037,0,0.16384605922484688,0.11869034,0.13
name270,44,bachelor degree,0,1,HighSkilled,Engineering,6219.0,8267.669306324946,-2048.669306324946,0.329421017257589,3334.1051284162622,0.772815925388484,auto loans,48,0.8655369729443975,14562,26864.71318421457,1,0.19493098461321132,0.2562766,0.61
name271,44,ausbildung,0,0,MediumSkilled,Artist,2773.0,2865.028654428472,-92.02865442847131,0.0331873979186697,2606.451008086383,0.4407438856270113,simple loans,24,0.9731264560096842,40563,44738.50527372132,1,0.32148180630352996,0.45244953,0.62
name272,44,bachelor degree,1,0,HighSkilled,Research,6383.0,6442.376093155105,-59.37609315510508,0.0093022235868878,1659.7928076481369,0.6231783663603375,auto loans,48,0.2693355633406301,68124,87887.10709070628,0,0.5360541211718014,0.4935554,0.29
name273,33,bachelor degree,1,0,HighSkilled,Doctor,3222.0,3365.257318975689,-143.2573189756895,0.0444622343189601,1052.5334211312402,0.872344407052366,auto loans,12,0.371133066451561,52308,67304.75899354187,0,0.2871070913270374,0.25900882,0.1
name274,42,high school or lower,0,0,LowSkilled,Agriculture,1697.0,1224.1051582019438,472.8948417980562,0.0,1011.3360281122408,0.5480520280787482,simple loans,36,0.317290033184552,21394,27080.488743489677,0,0.17708082831529184,0.12901872,0.16
name275,41,bachelor degree,2,1,HighSkilled,Finance,5073.0,5755.1309785934845,-682.1309785934845,0.1344630354018302,5064.606475385947,0.4819837831014351,auto loans,12,1.1328084868873314,20486,31974.37439520269,1,0.5793704665940073,0.69514745,0.8
name276,34,high school or lower,0,0,Unemployed_LowSkilled,Construction,500.0,415.4442620593037,84.55573794069636,0.0,332.6143235718494,0.6279711098871388,auto loans,60,0.4961171712623061,8043,8602.637840389867,1,0.299748324482283,0.4081761,0.72
name277,49,post graduate degree,0,2,HighSkilled,Engineering,6300.0,3262.1380653534816,3037.8619346465184,0.0,2398.314389884635,0.7593216082166349,auto loans,48,0.0,53809,82934.88328247517,0,0.140071191163169,0.2228603,0.03
name278,53,bachelor degree,0,1,HighSkilled,Doctor,11097.0,10899.395798991867,197.60420100813096,0.0,8588.135553321119,0.3641192964965829,mortgages,12,0.7561080789684589,15733,45197.05099930717,0,0.08144700888112194,0.07326113,0.05
name279,45,ausbildung,0,0,MediumSkilled,Electrician,2726.0,2052.5307627769776,673.4692372230224,0.0,2114.954491360235,0.3793359366852005,simple loans,24,0.5287913624861381,34411,47430.06268602743,1,0.11233986540669823,0.12068023,0.35
name280,32,bachelor degree,0,0,Unemployed_HighSkilled,Finance,1500.0,1650.7809073715223,-150.78090737152252,0.1005206049143483,599.0937201922843,0.9685644387942228,mortgages,36,0.4999164183758712,73761,75886.87690091957,0,0.2864608652583672,0.3163352,0.15
name281,36,ausbildung,0,1,MediumSkilled,Electrician,2557.0,2771.028280876485,-214.0282808764855,0.0837028865375383,2453.316263347032,0.8022697691119953,simple loans,24,1.0431539085739217,39608,50505.03207921427,1,0.32139477666683364,0.48298943,0.73
name282,32,bachelor degree,2,1,HighSkilled,Engineering,2860.0,2288.00146603182,571.9985339681798,0.0,2143.329217334504,0.5061300841240638,auto loans,12,0.5494163228553581,35444,42319.86967005364,1,0.33159564542041553,0.32480946,0.71
name283,40,ausbildung,1,1,Unemployed_MediumSkilled,IT Support,1150.0,1059.2531694246336,90.7468305753664,0.0,1066.811070696969,0.4213467542140133,simple loans,24,0.8487515131492196,10867,11488.108844226615,0,0.20249434745450903,0.22120486,0.22
name284,49,ausbildung,1,1,Unemployed_MediumSkilled,Teacher,1500.0,1492.7807372518855,7.219262748114488,0.0,669.7056571022615,0.6372524947947006,auto loans,24,0.441657596236098,48666,59195.04737985211,1,0.3654271398101223,0.62265325,0.74
name285,44,bachelor degree,0,0,HighSkilled,Consultant,5548.0,4533.19770533094,1014.8022946690598,0.0,3565.653373665817,0.6471143527460695,simple loans,60,0.4597784929698553,32565,41004.58325677272,0,0.0782652540216792,0.09680712,0.09
name286,56,high school or lower,1,0,LowSkilled,Agriculture,2303.0,977.9413945318462,1325.058605468154,0.0,1777.5236460253216,0.4999422683710532,mortgages,36,0.1964676685007241,10516,15403.056858529251,0,0.3011539536806553,0.19603252,0.17
name287,59,high school or lower,0,0,LowSkilled,Construction,2133.0,1452.1414053751423,680.8585946248577,0.0,926.3502468401496,0.2281868541576081,simple loans,24,0.1150921951314074,12689,18085.4575022399,0,0.06112354719255177,0.030535482,0.04
name288,40,high school or lower,1,0,LowSkilled,Construction,1010.0,848.5183607458621,161.48163925413792,0.0,506.4586219965939,0.7694801183367064,mortgages,36,0.3415613690519365,23700,26999.118079430235,0,0.41124448701606103,0.34066042,0.25
name289,31,ausbildung,0,0,MediumSkilled,Electrician,1798.0,1500.8177851485302,297.1822148514698,0.0,590.4072854792772,0.2085635506755762,simple loans,24,0.1630840214837638,38250,40678.07322173529,0,0.10371374347077088,0.11629941,0.11
name290,51,ausbildung,1,0,MediumSkilled,Teacher,2355.0,3617.921058366565,-1262.9210583665654,0.5362722116206222,2350.686661253444,0.5588743422823628,mortgages,12,1.5344406452738892,29086,23128.12173465551,0,0.6625851094176051,0.49821413,0.26
name291,49,ausbildung,0,1,MediumSkilled,Electrician,2850.0,4584.609735788557,-1734.6097357885574,0.6086349950135289,1776.0967507939597,0.2090019708828603,auto loans,36,1.2318268373973744,24463,26644.36373443537,0,0.2399781663883417,0.18681413,0.08
name292,50,high school or lower,0,0,LowSkilled,Transportation,2059.0,2455.23452033124,-396.23452033123976,0.1924402721375618,1674.645218009966,0.4202070770031456,auto loans,24,1.0057696640802358,16577,18859.961007141286,0,0.30850374575571154,0.24945034,0.17
name293,52,high school or lower,0,0,LowSkilled,Construction,1913.0,1216.1893454035917,696.8106545964083,0.0,550.0181316838325,0.5911509854320826,auto loans,36,0.0,11394,16649.603644269628,0,0.13618666732053086,0.06377278,0.06
name294,32,high school or lower,0,0,LowSkilled,Construction,850.0,502.5103243354194,347.4896756645806,0.0,570.0531962228838,0.318352006882972,simple loans,24,0.2618394359509449,19587,18727.205367744147,0,0.11017097451480574,0.08862874,0.1
name295,55,ausbildung,0,0,MediumSkilled,IT Support,4111.0,3610.725406958552,500.2745930414476,0.0,3139.5356734186093,0.3590484681474918,simple loans,36,0.6419997763019124,41921,47321.226452745526,0,0.0983304560751102,0.053443573,0.17
name296,31,bachelor degree,2,0,HighSkilled,Consultant,2671.0,2311.615995535119,359.38400446488095,0.0,2037.66398206112,0.3354686783859836,simple loans,24,0.6283339489315757,0,5907.043597258518,1,0.2234641512750215,0.28669387,0.8
name297,45,bachelor degree,0,0,HighSkilled,Engineering,5568.0,4928.290244309849,639.7097556901508,0.0,1211.9847127738385,0.5231580802984888,auto loans,12,0.1027792667176163,71108,74881.08045035558,0,0.0697645608477865,0.06074484,0.03
name298,41,high school or lower,0,0,Unemployed_LowSkilled,Agriculture,750.0,615.3124841716192,134.6875158283808,0.0,561.3047831513553,0.8865929427403576,mortgages,48,0.5688230230972994,0,1345.472548607875,0,0.45545853386375185,0.46981212,0.54
name299,31,bachelor degree,0,4,HighSkilled,Doctor,3373.0,3327.398763042996,45.6012369570044,0.0,2487.3612711464643,0.8511560112713881,auto loans,36,0.723913440317065,20095,33645.56562801465,0,0.16468473189172977,0.20805675,0.03
name300,31,high school or lower,2,0,Unemployed_LowSkilled,Cleaning Services,500.0,452.99630427311183,47.00369572688817,0.0,216.7961824107795,0.4607784062105588,auto loans,24,0.3395849733677826,0,896.5781996388837,1,0.8360057863379707,0.8377262,0.84
name301,51,bachelor degree,0,1,HighSkilled,Finance,9008.0,10510.03579164863,-1502.03579164863,0.1667446482736045,7918.507810717733,0.6978428514010488,auto loans,12,1.0457974691792145,76196,83480.25843537651,0,0.33984820120669074,0.36751506,0.32
name302,38,bachelor degree,3,0,HighSkilled,Finance,4945.0,4882.451121021357,62.54887897864319,0.0,1689.3951867799624,0.8129656558581762,auto loans,24,0.3289881310012779,0,11967.595234745277,1,0.8333528955191668,0.8996139,0.78
name303,38,bachelor degree,1,1,HighSkilled,Finance,4201.0,4892.903573622452,-691.9035736224523,0.164699731878708,3702.112526803762,0.946692250899904,simple loans,36,1.045945275035995,36010,46177.41969574656,1,0.5691808750586914,0.6148774,0.72
name304,32,ausbildung,1,1,MediumSkilled,Nursing,1444.0,1845.6203397239292,-401.6203397239294,0.2781304291716963,1324.727133350364,0.820441558787129,auto loans,36,1.1955314910486796,33535,42003.21864727628,0,0.8334261586047258,0.8230351,0.37
name305,46,high school or lower,1,0,LowSkilled,Manufacturing,1489.0,1368.4571250512608,120.54287494873915,0.0,597.3223247467286,0.844535341425829,simple loans,48,0.3202011079905906,0,1926.528151588749,1,0.6262594544969576,0.7103459,0.8
name306,39,ausbildung,2,0,MediumSkilled,Artist,1907.0,1658.4107803126012,248.5892196873988,0.0,1387.3904817623777,0.6331198611917044,mortgages,12,0.5971689890272569,23099,25756.66098921707,1,0.8305637837508589,0.8876644,0.86
name307,58,post graduate degree,0,0,HighSkilled,Finance,7689.0,8081.212019806976,-392.21201980697606,0.05100949665847,6569.173258004373,0.2618592629164279,mortgages,60,0.905369394955306,46516,49619.85257840295,0,0.11165772945456581,0.08351412,0.06
name308,41,high school or lower,0,0,Unemployed_LowSkilled,Agriculture,750.0,701.8875900087489,48.11240999125107,0.0,366.7403443292234,0.6449068380453984,simple loans,12,0.4248372457839631,0,1290.750046800412,1,0.35130682818498404,0.2487441,0.8
name309,52,ausbildung,0,0,MediumSkilled,Electrician,2627.0,3860.603586854974,-1233.603586854974,0.4695864434164347,1381.6234030466958,0.413957312731779,auto loans,24,0.9955184582800416,48764,51125.05561760388,1,0.24319454351479364,0.29516613,0.62
name310,33,ausbildung,0,2,MediumSkilled,Nursing,1565.0,2326.5018065443464,-761.5018065443464,0.4865826239899977,1212.6596375491297,0.609630076191622,auto loans,36,1.2614450122003042,38753,44978.18831707547,1,0.6744482523080589,0.61562043,0.77
name311,53,high school or lower,0,1,LowSkilled,Construction,1429.0,1478.9149440476874,-49.91494404768741,0.0349299818388295,992.5442826843248,0.5713496477216735,auto loans,12,0.7295026079300295,24035,24345.342373351887,0,0.14690327141361553,0.14328945,0.07
name312,54,ausbildung,0,1,MediumSkilled,IT Support,2672.0,2788.570377214295,-116.57037721429516,0.0436266381790026,1949.215228169,0.4286667502193308,simple loans,24,0.7731233553081193,11673,17672.298969693886,0,0.10943288516630373,0.06547043,0.12
name313,39,bachelor degree,2,0,HighSkilled,Engineering,4221.0,4055.6507457053503,165.34925429464965,0.0,918.9361766097808,0.4310730741586909,auto loans,24,0.1785327937254516,40430,49810.29003973679,0,0.27255140025417735,0.23808368,0.23
name314,48,post graduate degree,0,0,HighSkilled,Finance,9121.0,7029.230347306701,2091.7696526932987,0.0,8044.218971973256,0.3258448661278856,mortgages,24,0.6526092883762699,68394,100306.67131208658,0,0.15423996352539363,0.16367677,0.08
name315,39,high school or lower,0,0,LowSkilled,Transportation,1442.0,1132.7868023558826,309.2131976441174,0.0,1423.157631066242,0.4543796769373094,auto loans,36,0.772499607088852,0,2939.1482557027944,0,0.2676797242439018,0.20854065,0.06
name316,46,post graduate degree,1,1,HighSkilled,Finance,5508.0,5723.795663616158,-215.795663616158,0.039178588165606,4025.240153198769,0.886543959779235,auto loans,36,0.7699774540332112,63576,74664.91435208298,0,0.5657306953523459,0.53922516,0.22
name317,52,ausbildung,1,0,MediumSkilled,Nursing,3452.0,3223.458877822357,228.54112217764305,0.0,1658.4594893768674,0.5374841396519288,auto loans,12,0.4142289592118263,0,7249.899753998988,0,0.5633587122691505,0.6943515,0.54
name318,59,high school or lower,0,0,LowSkilled,Agriculture,2337.0,2674.855971099862,-337.855971099862,0.1445682375266846,1636.6412693545872,0.9954747993828978,auto loans,24,0.8448854259539791,23228,25563.786520422876,0,0.36618901210449367,0.40535608,0.35
name319,43,high school or lower,1,1,Unemployed_LowSkilled,Agriculture,750.0,599.3893584207462,150.61064157925375,0.0,723.4982816907286,0.960075557046728,auto loans,60,0.7638501868152998,0,1322.035153481541,1,0.7293001380041066,0.778831,0.8
name320,30,high school or lower,0,0,LowSkilled,Manufacturing,1032.0,1193.54638044038,-161.54638044038006,0.1565371903492055,360.069067869559,0.2300125997854946,auto loans,48,0.5054413258817239,17059,19562.116277993064,0,0.24068723698126748,0.21723224,0.22
name321,51,bachelor degree,0,0,HighSkilled,Finance,7162.0,4574.083012563356,2587.9169874366444,0.0,2113.3637213130078,0.2052232881177293,auto loans,36,0.0,0,20287.348108174047,0,0.06506705589617515,0.034319516,0.1
name322,53,high school or lower,0,1,LowSkilled,Construction,1939.0,1700.0639032720223,238.93609672797768,0.0,687.0060972771845,0.9822027959256168,simple loans,12,0.231083032774217,14313,14580.320464067225,1,0.29321827395803707,0.15465154,0.49
name323,37,bachelor degree,0,0,HighSkilled,Engineering,5244.0,8413.031774400746,-3169.031774400746,0.6043157464532315,2600.5361468802166,0.833556349648358,auto loans,24,1.100222715728635,54843,64457.64588698079,0,0.3276299738505519,0.34282264,0.08
name324,40,post graduate degree,0,0,HighSkilled,Doctor,4924.0,3355.751844166454,1568.2481558335462,0.0,1938.3443371313583,0.4089682049988212,simple loans,48,0.0751616940084915,26164,43725.08582270348,0,0.06385226347158249,0.04851793,0.11
name325,33,high school or lower,1,2,LowSkilled,Construction,1030.0,851.865699269002,178.134300730998,0.0,826.1768674721069,0.5600159852621491,auto loans,24,0.6291675405253484,0,1496.4447825052866,1,0.39067038324156844,0.4707833,0.65
name326,60,post graduate degree,1,0,HighSkilled,Engineering,4500.0,4228.783945646724,271.2160543532764,0.0,3727.3580688355937,0.5892360921052595,auto loans,60,0.7680315587738483,15791,24992.410716580907,0,0.13752590283207022,0.12650932,0.27
name327,51,high school or lower,0,0,LowSkilled,Manufacturing,2208.0,1360.1503477156125,847.8496522843875,0.0,658.8158168929607,0.3544598001051329,auto loans,60,0.0,0,4393.88643184306,0,0.1807788882738004,0.17280228,0.14
name328,31,bachelor degree,2,1,HighSkilled,Consultant,3287.0,2986.904319093681,300.0956809063191,0.0,959.9583417855936,0.2552114388468291,auto loans,12,0.2007492123149602,63833,79508.70983423738,0,0.2366774935533456,0.107834585,0.16
name329,32,bachelor degree,0,0,HighSkilled,Doctor,3148.0,2776.072308653178,371.927691346822,0.0,662.4788242514779,0.8436132675139791,simple loans,12,0.0922970561958881,66000,68481.34885890994,0,0.12890642400559563,0.13142975,0.05
name330,37,post graduate degree,0,0,HighSkilled,Engineering,4573.0,3696.9674642376335,876.0325357623656,0.0,3214.666564838455,0.9171855152574588,auto loans,36,0.5114003999729039,62843,73847.2868679948,0,0.18075895774393877,0.16569164,0.08
name331,55,bachelor degree,1,0,HighSkilled,Finance,7440.0,6975.373306781872,464.6266932181279,0.0,7293.873981096093,0.7336294570034105,auto loans,48,0.9179095817040276,32230,43097.441777999,0,0.37993935035721843,0.35883337,0.09
name332,48,bachelor degree,0,1,HighSkilled,Engineering,8445.0,6108.117741690352,2336.882258309648,0.0,3902.187103701586,0.4699347261643496,auto loans,24,0.1853528532139653,63786,99563.7437086553,0,0.07424133965992002,0.10093783,0.02
name333,43,high school or lower,2,1,LowSkilled,Transportation,1493.0,1302.6632863390284,190.33671366097155,0.0,359.6978124321506,0.5547536653086841,simple loans,12,0.1134367707777488,0,2353.726592211768,1,0.7826419887969293,0.8143792,0.82
name334,49,bachelor degree,0,1,HighSkilled,Engineering,8587.0,5224.866880296167,3362.133119703833,0.0,1741.882676922565,0.8604843106099368,simple loans,48,0.0,61065,76630.8103374662,0,0.1619937085643273,0.08766002,0.03
name335,46,post graduate degree,0,0,HighSkilled,Engineering,8527.0,4315.80749329938,4211.1925067006205,0.0,4534.050590104238,0.9383308312827376,auto loans,48,0.0378630331187542,72355,103097.47941869091,0,0.22466387053845407,0.22621903,0.26
name336,55,bachelor degree,0,0,HighSkilled,Doctor,6721.0,3732.448925935315,2988.551074064685,0.0,3270.635131020032,0.6157048999182094,simple loans,48,0.0419705485724366,43797,57318.25025952379,0,0.07260528422365399,0.056743868,0.16
name337,51,high school or lower,2,1,LowSkilled,Transportation,2214.0,2516.4858310041363,-302.48583100413634,0.1366241332448673,643.2234330707,0.7425360566200263,auto loans,24,0.4271496224366921,24615,30905.80693266881,1,0.8634426078846887,0.8920126,0.77
name338,55,bachelor degree,0,1,HighSkilled,Finance,7101.0,7660.701282374782,-559.7012823747818,0.0788200651140377,2494.868502944352,0.546731592217695,auto loans,24,0.4301605105364221,75017,87657.22456781678,0,0.16330084044703616,0.23173197,0.38
name339,36,ausbildung,1,0,MediumSkilled,Nursing,2238.0,3398.64794364218,-1160.6479436421796,0.5186094475612956,924.7211050383158,0.5198603915385364,mortgages,48,0.9318002898483,20998,23221.035692731144,1,0.8018387271599993,0.8244433,0.82
name340,46,bachelor degree,0,0,HighSkilled,Engineering,6510.0,6587.920545040015,-77.92054504001499,0.0119693617572987,5498.960053227667,0.6823144245696903,auto loans,24,0.8566636863698437,67516,81301.75791566604,0,0.09878475508761385,0.0922675,0.04
name341,33,post graduate degree,0,0,HighSkilled,Engineering,2189.0,2556.0337904036087,-367.0337904036087,0.167671900595527,1656.931904574148,0.2316567847036641,auto loans,24,0.9246074440282124,17686,20796.800665361254,0,0.052927769756925876,0.04060356,0.08
name342,49,post graduate degree,0,0,HighSkilled,Engineering,7917.0,5875.641021193495,2041.3589788065049,0.0,5421.724072139071,0.6865575487773492,mortgages,48,0.4269755075574796,27085,49171.64482280459,0,0.12583477423824924,0.13270096,0.09
name343,48,ausbildung,3,0,MediumSkilled,Nursing,2845.0,3196.647227271113,-351.6472272711135,0.1236018373536427,2029.1857083796551,0.3275810116082481,simple loans,12,0.8368481320389344,0,5256.564971871036,1,0.881700378253729,0.8440875,0.84
name344,50,high school or lower,1,1,LowSkilled,Manufacturing,1792.0,1769.2099325381605,22.7900674618395,0.0,794.7591530308823,0.6115090679675397,auto loans,48,0.4307863200720105,18784,23770.39979653939,1,0.522237367670836,0.56500435,0.78
name345,57,bachelor degree,1,0,HighSkilled,Engineering,12364.0,6164.011478251942,6199.988521748058,0.0,7756.476581145661,0.4253398058961642,auto loans,48,0.1258887139596896,72406,92467.46692694943,1,0.22559530589957227,0.276409,0.66
name346,47,post graduate degree,1,1,HighSkilled,Research,5535.0,5172.798413195932,362.201586804068,0.0,1342.6622729617468,0.3882663710261189,mortgages,36,0.1771383353491741,69431,79729.1612782629,1,0.49066362318714907,0.48396885,0.63
name347,47,bachelor degree,3,2,HighSkilled,Consultant,4196.0,6273.942289731049,-2077.9422897310487,0.4952198021284673,2623.7613739416533,0.5647800547923729,mortgages,60,1.1205204155559347,79410,105463.1343328082,1,0.7582965801383569,0.7161872,0.81
name348,37,bachelor degree,0,0,HighSkilled,Engineering,4473.0,4429.453834648938,43.54616535106197,0.0,3262.3635803122534,0.7931160909780304,auto loans,36,0.719610421408717,63370,69095.81221385636,0,0.11201609903734676,0.07200018,0.03
name349,41,high school or lower,0,0,LowSkilled,Agriculture,1577.0,1073.667050084609,503.3329499153911,0.0,1559.1728248579032,0.4318741252745287,auto loans,60,0.6695243341423666,16508,16404.32400910511,0,0.14273580366543542,0.07588672,0.04
name350,33,bachelor degree,0,0,Unemployed_HighSkilled,Research,1500.0,2020.0431814680207,-520.0431814680207,0.3466954543120138,1308.5656216462046,0.424210267892096,mortgages,60,1.2190725354094836,61039,57038.026150231846,0,0.31089254682432416,0.36408523,0.15
name351,42,bachelor degree,0,0,HighSkilled,Doctor,7332.0,4408.087352807147,2923.912647192853,0.0,2039.7652783789028,0.9213257755459536,mortgages,36,0.0,74057,92029.5104072924,0,0.1762400170539644,0.14311355,0.13
name352,51,bachelor degree,2,1,HighSkilled,Consultant,11976.0,8650.074500814451,3325.9254991855487,0.0,10799.15135563339,0.4191684299654555,auto loans,24,0.6240168550808151,24846,63790.94719456218,1,0.44843282000552576,0.47293836,0.71
name353,51,high school or lower,1,0,LowSkilled,Agriculture,2321.0,1194.6988739405367,1126.3011260594633,0.0,522.0453488697674,0.4470135061582318,simple loans,24,0.0,0,5363.994482445726,0,0.29759080993546516,0.22557229,0.17
name354,49,bachelor degree,0,1,Unemployed_HighSkilled,Consultant,3500.0,3568.334988295552,-68.3349882955522,0.0195242823701577,3133.362478372861,0.7291235459460595,auto loans,12,0.9147707047624036,44169,61021.14042797135,0,0.0818057892079134,0.07292103,0.02
name355,40,ausbildung,0,0,MediumSkilled,Teacher,1842.0,1425.6493209470004,416.3506790529996,0.0,1430.4344256851966,0.473459915426872,mortgages,36,0.5505340644040158,35158,33305.36706230569,0,0.1945231102401627,0.15487885,0.09
name356,42,post graduate degree,0,0,HighSkilled,Finance,5915.0,7881.442069139317,-1966.442069139317,0.3324500539542379,1823.3075711609763,0.3592712729020595,mortgages,48,0.6407015452747749,40511,60774.69847888273,0,0.2004995068855188,0.20805956,0.1
name357,44,bachelor degree,1,3,HighSkilled,Finance,7572.0,5111.95470768208,2460.04529231792,0.0,4956.142502443345,0.7764071057426973,auto loans,24,0.3296483373118627,24316,42241.354632754206,0,0.5405173993450315,0.40276656,0.16
name358,42,post graduate degree,1,1,HighSkilled,Consultant,6082.0,4866.469914116793,1215.530085883207,0.0,3989.729094719994,0.723047896374061,auto loans,36,0.4561326880691856,44415,64833.883411931565,1,0.30821192371078654,0.2475555,0.81
name359,44,high school or lower,2,1,LowSkilled,Agriculture,1467.0,1222.9807557881202,244.01924421187985,0.0,1037.407719327913,0.462161057795215,mortgages,24,0.5408237730852304,19903,24849.576422078902,1,0.5730727874639627,0.5437223,0.8
name360,48,high school or lower,1,1,LowSkilled,Transportation,2092.0,1913.1367210292228,178.86327897077717,0.0,818.9564052317256,0.4299850589032072,auto loans,48,0.3059718576773176,0,3498.8934866564164,0,0.4810766961514137,0.39583194,0.13
name361,60,bachelor degree,0,0,HighSkilled,Engineering,11602.0,4409.866201129772,7192.133798870228,0.0,6332.523916505394,0.8239478270520391,auto loans,12,0.0,54471,84791.56952500327,0,0.17027565449514032,0.22603284,0.26
name362,37,post graduate degree,0,0,HighSkilled,Consultant,4643.0,4779.252792151501,-136.25279215150113,0.0293458522833299,4616.751311482413,0.7705489087694395,auto loans,24,1.0236924625530723,35270,43825.72000122851,0,0.1479475549239731,0.09081357,0.11
name363,45,bachelor degree,0,1,HighSkilled,Consultant,5934.0,4500.662653454638,1433.3373465453624,0.0,5324.9448893415465,0.9387224510930188,simple loans,24,0.6558152246033341,62261,66915.25091015435,0,0.1756610784266222,0.11688214,0.05
name364,51,ausbildung,2,1,Unemployed_MediumSkilled,Artist,1750.0,1614.488157865419,135.511842134581,0.0,948.4825746356742,0.2594831910109244,auto loans,12,0.4645547042863389,45161,56641.56559270445,1,0.5802711074282495,0.82421523,0.81
name365,42,high school or lower,3,0,LowSkilled,Manufacturing,1445.0,1233.2330419437326,211.7669580562674,0.0,444.822317082376,0.8980226900814784,auto loans,60,0.1612839854851962,10578,9440.675985743568,1,0.9382337042222578,0.9393243,0.81
name366,59,ausbildung,1,2,MediumSkilled,IT Support,3282.0,5329.706334388487,-2047.7063343884877,0.6239202725132503,1392.145525179653,0.299183599464956,auto loans,12,1.0480962399659173,38248,50627.41123977672,0,0.4676350163606049,0.42653897,0.23
name367,34,ausbildung,1,0,MediumSkilled,Nursing,2465.0,2397.7387671631286,67.26123283687139,0.0,583.6063138326709,0.8474675451065661,simple loans,24,0.2094706210936306,39999,44981.27797753561,1,0.7680977183815204,0.8662353,0.79
name368,35,bachelor degree,1,0,HighSkilled,Doctor,3185.0,2694.8116508359,490.18834916410015,0.0,1476.0036367124476,0.2485243898195837,auto loans,24,0.3095181436572519,25368,35358.32707994735,0,0.08562970358225554,0.065382086,0.1
name369,54,high school or lower,0,0,LowSkilled,Transportation,2725.0,1147.295996907592,1577.704003092408,0.0,1820.605975949262,0.7038967827680844,mortgages,48,0.0891383386630656,5384,10105.943171569295,0,0.3567946484755998,0.40129247,0.14
name370,47,bachelor degree,1,1,HighSkilled,Finance,6064.0,10321.69030553478,-4257.690305534781,0.7021257100156302,1614.631944468272,0.2976500389531413,auto loans,12,0.9683908723619812,11324,20268.83358890022,0,0.5101976946724922,0.44669783,0.17
name371,38,post graduate degree,0,0,HighSkilled,Doctor,4469.0,3100.661205466302,1368.338794533698,0.0,2354.329490617678,0.5570178391021027,simple loans,60,0.2206289317708614,12255,23327.95799013077,0,0.08461391501470955,0.06702913,0.11
name372,54,high school or lower,0,1,LowSkilled,Manufacturing,1595.0,1484.1475775435094,110.85242245649056,0.0,513.0673225566371,0.6155354430214357,mortgages,24,0.2521723511599665,24325,27836.78714981763,1,0.28404163223522944,0.32169563,0.69
name373,30,ausbildung,1,1,MediumSkilled,Teacher,1502.0,1819.917462506595,-317.91746250659503,0.2116627579937383,405.753568394917,0.3058204474986288,simple loans,48,0.4818049473378908,28596,31184.097386208083,1,0.4576241411033753,0.3611473,0.42
name374,50,high school or lower,0,2,LowSkilled,Agriculture,1890.0,1734.3555998966615,155.6444001033385,0.0,1421.0595435488435,0.6391010679094833,mortgages,24,0.6695318219288388,17337,18664.715555668878,0,0.22302441905158357,0.22328967,0.14
name375,32,ausbildung,1,0,MediumSkilled,Artist,1873.0,1015.7213739019928,857.2786260980072,0.0,1419.528917908376,0.5706705516450041,mortgages,24,0.3001870217887713,23359,28880.4996216149,0,0.6478747722670856,0.67643255,0.18
name376,32,ausbildung,1,0,MediumSkilled,IT Support,1614.0,1057.744542437321,556.2554575626791,0.0,1560.3730451898684,0.6843268479740169,auto loans,60,0.6221298560267592,0,4063.946367681184,1,0.38336493605337885,0.53016984,0.77
name377,32,high school or lower,0,1,LowSkilled,Construction,973.0,978.5282788346432,-5.528278834643174,0.0056816843110412,894.9442479382542,0.3014440320648796,auto loans,36,0.9254599452958864,23392,22988.120347729004,0,0.11243823926574827,0.09591559,0.15
